Id,category,type,city,region,size,room_count,bathroom_count,price
168,Appartements,À Vendre,Sousse,Kantaoui,63.0,2.0,2.0,250.0
6760,Terrains et Fermes,À Vendre,Médenine,Djerba-Houmt Souk,,,,90.0
10193,Maisons et Villas,À Vendre,Sousse,Sahloul,400.0,3.0,1.0,580.0
8542,Terrains et Fermes,À Vendre,Nabeul,El Haouaria,,,,120.0
10341,Maisons et Villas,À Louer,Ariana,Autres villes,300.0,4.0,2.0,0.8
1287,Appartements,À Louer,Sousse,Sousse Jawhara,150.0,3.0,1.0,1.0
2700,Appartements,À Louer,Ariana,La Soukra,116.0,3.0,3.0,1.5
11836,Bureaux et Plateaux,À Louer,Sousse,Sahloul,85.0,2.0,1.0,0.85
8931,Appartements,À Vendre,Tunis,Autres villes,60.0,1.0,1.0,95.0
11098,Maisons et Villas,À Louer,Sousse,Kantaoui,1000.0,5.0,3.0,3.0
1428,Maisons et Villas,À Louer,Ben arous,Radès,100.0,3.0,1.0,0.4
3261,Appartements,À Vendre,Ariana,Ghazela,205.0,3.0,2.0,350.0
1974,Appartements,À Louer,Tunis,Le Bardo,140.0,4.0,1.0,0.7
10607,Maisons et Villas,À Vendre,Nabeul,Hammamet,100.0,2.0,1.0,65.0
5900,Appartements,À Louer,Tunis,Carthage,100.0,2.0,1.0,3.0
199,Maisons et Villas,À Vendre,Ben arous,Autres villes,210.0,8.0,2.0,700.0
7037,Maisons et Villas,À Vendre,Ben arous,Ezzahra,399.0,3.0,1.0,380.0
2893,Appartements,À Vendre,Tunis,Tunis,174.0,3.0,2.0,2995.0
4341,Appartements,À Louer,Ariana,Chotrana,120.0,3.0,1.0,0.35
2756,Terrains et Fermes,À Vendre,Bizerte,Autres villes,,,,120.0
1854,Maisons et Villas,À Louer,Gabès,Gabès Médina,100.0,2.0,1.0,0.22
4853,Terrains et Fermes,À Vendre,Sfax,Autres villes,,,,29004.429
9055,Appartements,À Louer,Sousse,Hammam Sousse,100.0,2.0,1.0,0.55
724,Appartements,À Louer,Sousse,Sousse Jawhara,100.0,2.0,1.0,0.85
5161,Appartements,À Louer,Sousse,Hammam Sousse,95.0,2.0,1.0,0.8
9566,Terrains et Fermes,À Vendre,Sousse,Akouda,,,,250.0
2873,Appartements,À Louer,Ben arous,Hammam Chott,130.0,3.0,2.0,0.75
1259,Appartements,À Louer,Kairouan,Kairouan Sud,50.0,2.0,1.0,0.35
5876,"Magasins, Commerces et Locaux industriels",À Vendre,Sousse,Autres villes,28.0,1.0,1.0,35.0
8889,Terrains et Fermes,À Vendre,Jendouba,Jendouba,,,,27.0
5583,Appartements,À Louer,Monastir,Autres villes,100.0,2.0,1.0,0.45
8650,Maisons et Villas,À Louer,Tunis,La Marsa,1800.0,5.0,2.0,7.0
4301,Appartements,À Louer,Sousse,Sahloul,50.0,1.0,1.0,0.52
1467,Terrains et Fermes,À Vendre,La manouba,Autres villes,,,,350.0
11212,Terrains et Fermes,À Vendre,Nabeul,Hammamet,,,,243.0
12315,Terrains et Fermes,À Vendre,Nabeul,Hammamet,,,,45.0
10218,Terrains et Fermes,À Vendre,Monastir,Autres villes,,,,450.0
1924,Terrains et Fermes,À Vendre,Ariana,Mnihla,,,,89.0
8988,Appartements,À Louer,Ariana,Autres villes,80.0,2.0,1.0,100.0
5017,Terrains et Fermes,À Vendre,Gabès,Autres villes,,,,30.0
1916,Appartements,À Louer,Sousse,Autres villes,200.0,2.0,1.0,290.0
1841,Maisons et Villas,À Vendre,Sousse,Hammam Sousse,101.0,3.0,1.0,135.0
8809,Terrains et Fermes,À Vendre,Ben arous,Autres villes,,,,450.0
7088,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,150.0
2780,Appartements,À Louer,Mahdia,Mahdia,46.0,1.0,1.0,0.45
9100,Appartements,À Louer,Ariana,Ennasr,90.0,2.0,2.0,0.95
3784,Appartements,À Vendre,Sousse,Sousse Médina,90.0,3.0,1.0,160.0
7397,Appartements,À Louer,Nabeul,Nabeul,100.0,2.0,1.0,0.5
8848,Terrains et Fermes,À Vendre,Sousse,Sousse Riadh,,,,110.0
8924,Maisons et Villas,À Vendre,Tunis,La Marsa,1100.0,5.0,2.0,2480.0
7654,Locations de vacances,À Louer,Ariana,La Soukra,85.0,2.0,1.0,0.085
9421,Terrains et Fermes,À Vendre,Ben arous,Mornag,,,,100.0
8303,Maisons et Villas,À Louer,Ariana,Jardins D'el Menzah,200.0,4.0,2.0,1.05
6520,Appartements,À Louer,Ben arous,Ezzahra,89.0,2.0,1.0,0.45
8221,Appartements,À Louer,Gabès,Gabès Médina,100.0,2.0,1.0,0.6
8856,Terrains et Fermes,À Vendre,La manouba,Mornaguia,,,,123.456
1343,Appartements,À Vendre,Nabeul,Hammamet,108.0,2.0,1.0,340.0
10226,Maisons et Villas,À Vendre,La manouba,Douar Hicher,300.0,4.0,2.0,145.0
4414,Bureaux et Plateaux,À Louer,Ben arous,Hammam Lif,70.0,1.0,1.0,0.45
8514,Locations de vacances,À Louer,Médenine,Djerba - Midoun,130.0,2.0,2.0,0.2
9045,Appartements,À Vendre,Ariana,Autres villes,122.0,3.0,1.0,265.0
4565,Appartements,À Louer,Tunis,Autres villes,120.0,3.0,1.0,0.8
3,Appartements,À Vendre,Tunis,Centre Ville - Lafayette,75.0,3.0,1.0,130000.0
9725,"Magasins, Commerces et Locaux industriels",À Louer,Ben arous,Ben arous,1200.0,3.0,3.0,7.2
340,Maisons et Villas,À Vendre,Sfax,Route Mehdia,100.0,4.0,1.0,78.0
5242,Terrains et Fermes,À Vendre,Jendouba,Autres villes,,,,17.0
9668,Terrains et Fermes,À Vendre,Sousse,M'saken,,,,250.0
3025,Terrains et Fermes,À Vendre,La manouba,Manouba Ville,,,,1200.0
11085,Appartements,À Louer,Tunis,Sidi Daoud,100.0,4.0,2.0,1.4
12300,"Magasins, Commerces et Locaux industriels",À Vendre,Tunis,Médina,200.0,2.0,3.0,130.0
11274,Bureaux et Plateaux,À Louer,Ben arous,Boumhel,65.0,2.0,1.0,0.45
3980,Maisons et Villas,À Vendre,Gabès,Autres villes,259.0,4.0,1.0,175.0
7301,Terrains et Fermes,À Vendre,Ariana,Sidi Thabet,,,,350.0
1281,Terrains et Fermes,À Vendre,Zaghouan,Zaghouan,,,,38.0
8324,Maisons et Villas,À Louer,Mahdia,Mahdia,70.0,3.0,1.0,0.24
12488,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,450.0
12382,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,Autres villes,350.0,1.0,1.0,300.0
1611,"Magasins, Commerces et Locaux industriels",À Louer,Sfax,Autres villes,280.0,1.0,1.0,0.25
1225,Maisons et Villas,À Vendre,Tunis,La Marsa,200.0,6.0,3.0,480.0
9454,Appartements,À Vendre,Ariana,Ariana,153.0,3.0,2.0,339.0
4229,Terrains et Fermes,À Vendre,Médenine,Autres villes,,,,130.0
1295,Maisons et Villas,À Vendre,Monastir,Jemmal,400.0,3.0,2.0,350.0
7539,Terrains et Fermes,À Vendre,Monastir,Ksar Hellal,,,,17000.0
10822,"Magasins, Commerces et Locaux industriels",À Vendre,Ariana,Mnihla,400.0,1.0,1.0,80.0
1542,Terrains et Fermes,À Vendre,Ariana,La Soukra,,,,650.0
2598,Appartements,À Louer,Sfax,Autres villes,70.0,2.0,1.0,0.36
1832,Appartements,À Louer,Tunis,Centre Ville - Lafayette,80.0,3.0,1.0,0.6
12072,Maisons et Villas,À Louer,Ariana,Autres villes,100.0,3.0,1.0,0.5
5509,Terrains et Fermes,À Vendre,Bizerte,Ras Jebel,,,,140.0
3977,Maisons et Villas,À Vendre,Ben arous,Mohamedia,240.0,3.0,1.0,170.0
3853,Maisons et Villas,À Louer,Siliana,Siliana,240.0,4.0,1.0,0.45
6013,Terrains et Fermes,À Vendre,Sousse,Bouficha,,,,60.0
11964,Bureaux et Plateaux,À Louer,Sousse,Hammam Sousse,85.0,2.0,1.0,0.6
10411,Appartements,À Vendre,Tunis,Autres villes,174.0,3.0,3.0,561.0
5240,Appartements,À Louer,Monastir,Monastir,80.0,2.0,1.0,0.22
8217,Maisons et Villas,À Louer,Sousse,Hammam Sousse,1000.0,4.0,1.0,3.5
10204,Terrains et Fermes,À Vendre,Jendouba,Autres villes,,,,117.0
718,Maisons et Villas,À Vendre,Sousse,Sousse Jawhara,341.0,4.0,2.0,520.0
11814,Maisons et Villas,À Louer,Sfax,Route Mehdia,100.0,3.0,1.0,0.42
4311,Locations de vacances,À Louer,Monastir,Monastir,75.0,2.0,1.0,0.35
6453,Terrains et Fermes,À Vendre,Monastir,Beni Hassen,,,,60.0
11018,Appartements,À Louer,Ariana,Ennasr,100.0,2.0,1.0,1.0
12168,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,150.0
1380,Terrains et Fermes,À Vendre,La manouba,Oued Ellil,,,,120.0
9765,Terrains et Fermes,À Vendre,Ariana,Chotrana,,,,200.0
10214,Appartements,À Louer,Ariana,Jardins D'el Menzah,60.0,1.0,1.0,0.7
10028,Appartements,À Louer,Ariana,Ariana,160.0,3.0,1.0,0.85
7504,Terrains et Fermes,À Vendre,La manouba,Tebourba,,,,450.0
9530,Terrains et Fermes,À Vendre,Bizerte,Autres villes,,,,200.0
7307,Maisons et Villas,À Vendre,Nabeul,Hammamet,100.0,2.0,1.0,165.0
9751,Terrains et Fermes,À Vendre,La manouba,Douar Hicher,,,,180.0
8959,Appartements,À Louer,Tunis,Autres villes,60.0,1.0,1.0,0.75
12495,Appartements,À Vendre,Tunis,La Marsa,101.0,4.0,1.0,245.0
2236,Appartements,À Vendre,Sousse,Sahloul,124.0,2.0,1.0,278.0
1101,Maisons et Villas,À Vendre,Tunis,El Kabaria,300.0,5.0,2.0,220.0
7450,Terrains et Fermes,À Vendre,Kasserine,Autres villes,,,,120.0
11168,Terrains et Fermes,À Vendre,Gafsa,Gafsa,,,,26.0
7248,Terrains et Fermes,À Vendre,Ariana,Ghazela,,,,355.2
2634,Appartements,À Louer,Sfax,Sfax,120.0,3.0,1.0,0.38
8399,Maisons et Villas,À Vendre,Sfax,Autres villes,150.0,4.0,2.0,100.0
5305,Terrains et Fermes,À Vendre,Ariana,Ariana,,,,290.0
6002,Appartements,À Vendre,Tunis,La Goulette,139.0,3.0,2.0,581.0
10933,Terrains et Fermes,À Vendre,Sousse,Sidi Bou Ali,,,,120000.0
6564,Maisons et Villas,À Vendre,Ariana,Autres villes,85.0,4.0,2.0,130.0
8885,Appartements,À Louer,Tunis,La Marsa,96.0,3.0,1.0,1.05
6922,Appartements,À Vendre,Ariana,Ennasr,157.0,4.0,3.0,360.0
3041,Appartements,À Louer,Gabès,Autres villes,70.0,2.0,1.0,0.22
3272,Terrains et Fermes,À Vendre,Tunis,Autres villes,,,,45.0
11914,Locations de vacances,À Louer,Tunis,Autres villes,47.0,2.0,1.0,0.055
11248,Terrains et Fermes,À Vendre,Médenine,Autres villes,,,,2200.0
742,Maisons et Villas,À Vendre,Tunis,L'aouina,410.0,5.0,3.0,1200.0
47,Appartements,À Louer,Sousse,Sousse,32.0,1.0,1.0,0.5
11907,Bureaux et Plateaux,À Vendre,Tunis,La Marsa,103.0,3.0,2.0,435.54
11803,Bureaux et Plateaux,À Louer,Ben arous,Fouchana,60.0,2.0,1.0,0.55
10539,Appartements,À Vendre,Nabeul,Nabeul,45.0,1.0,1.0,130.0
5794,Appartements,À Vendre,Ariana,Jardins D'el Menzah,120.0,2.0,1.0,230.0
12553,Terrains et Fermes,À Vendre,Mahdia,Ksour Essef,,,,25.0
179,Maisons et Villas,À Vendre,Nabeul,Hammamet,345.0,5.0,3.0,650.0
12296,Appartements,À Vendre,Tunis,L'aouina,66.0,1.0,1.0,170.0
130,Colocations,À Louer,Ariana,Borj Louzir,80.0,2.0,1.0,0.25
10816,Maisons et Villas,À Vendre,Sousse,Sousse,300.0,3.0,1.0,500.0
8075,Terrains et Fermes,À Vendre,Kasserine,Thala,,,,600.0
6810,Appartements,À Louer,Nabeul,Nabeul,75.0,1.0,1.0,0.5
7351,Maisons et Villas,À Louer,Tunis,La Marsa,350.0,3.0,2.0,3.5
4021,Appartements,À Louer,Tunis,Autres villes,42.0,1.0,1.0,0.07
3875,Maisons et Villas,À Vendre,Sousse,Akouda,650.0,4.0,1.0,420.0
1781,Appartements,À Vendre,Tunis,Autres villes,100.0,2.0,1.0,130.0
7120,Appartements,À Vendre,Ben arous,Mégrine,155.0,3.0,2.0,395.0
3445,Terrains et Fermes,À Vendre,Le kef,Tajerouine,,,,30.0
9964,Appartements,À Vendre,Mahdia,Autres villes,64.0,1.0,1.0,115.0
2908,Appartements,À Vendre,Ariana,Jardins D'el Menzah,147.0,4.0,1.0,260.0
11707,Terrains et Fermes,À Vendre,Sousse,Sousse Jawhara,,,,3000.0
11357,Bureaux et Plateaux,À Louer,Ariana,Borj Louzir,47.0,2.0,1.0,0.75
10260,Terrains et Fermes,À Vendre,Ben arous,Hammam Chott,,,,550.0
6101,Appartements,À Louer,Sousse,Hammam Sousse,80.0,1.0,1.0,0.38
2882,Maisons et Villas,À Vendre,Nabeul,Hammamet,500.0,4.0,4.0,790.0
2013,"Magasins, Commerces et Locaux industriels",À Louer,La manouba,Autres villes,37.0,1.0,1.0,0.123
4575,Maisons et Villas,À Vendre,Bizerte,Autres villes,555.0,6.0,1.0,550.0
5858,Maisons et Villas,À Vendre,Ariana,La Soukra,434.0,4.0,5.0,1800.0
11689,Appartements,À Louer,Ben arous,Radès,120.0,3.0,1.0,0.7
6179,Maisons et Villas,À Vendre,Gabès,Gabès Sud,220.0,4.0,2.0,300.0
9041,Terrains et Fermes,À Vendre,La manouba,Borj El Amri,,,,55.0
12546,Terrains et Fermes,À Vendre,Mahdia,Mahdia,,,,1450.0
7292,Appartements,À Vendre,Mahdia,Mahdia,106.0,2.0,2.0,220.0
9215,Terrains et Fermes,À Vendre,Ariana,Autres villes,,,,100.0
11677,Bureaux et Plateaux,À Louer,Tunis,Tunis,550.0,10.0,2.0,7.5
12141,Appartements,À Louer,Tunis,La Marsa,170.0,3.0,2.0,2.7
683,Appartements,À Louer,Tunis,L'aouina,80.0,2.0,1.0,0.085
10473,Locations de vacances,À Louer,Jendouba,Tabarka,120.0,3.0,1.0,0.06
7140,Locations de vacances,À Louer,Ben arous,Hammam Chott,120.0,2.0,2.0,0.07
717,Maisons et Villas,À Vendre,Nabeul,Hammamet,190.0,3.0,1.0,160.0
12589,Maisons et Villas,À Vendre,Ariana,Ettadhamen,130.0,4.0,1.0,135.0
30,Maisons et Villas,À Louer,Bizerte,Bizerte Nord,80.0,1.0,1.0,0.33
1407,Maisons et Villas,À Vendre,Sousse,Sousse Sidi Abdelhamid,170.0,5.0,1.0,220.0
4345,Maisons et Villas,À Vendre,Ariana,Raoued,90.0,2.0,1.0,76.0
6489,Appartements,À Louer,Monastir,Moknine,60.0,1.0,1.0,0.25
9489,Appartements,À Vendre,Tunis,La Goulette,150.0,4.0,1.0,850.0
10855,Terrains et Fermes,À Vendre,Ariana,Autres villes,,,,220.0
11833,Appartements,À Louer,Sousse,Hammam Sousse,130.0,3.0,1.0,0.8
6716,Appartements,À Louer,Tunis,La Marsa,220.0,3.0,2.0,1.8
7933,Appartements,À Vendre,Ariana,Ennasr,170.0,3.0,2.0,430.0
7859,Appartements,À Vendre,Ariana,La Soukra,70.0,1.0,1.0,195.0
5575,"Magasins, Commerces et Locaux industriels",À Vendre,Tunis,Sidi El Béchir,80.0,1.0,2.0,180.0
1829,Terrains et Fermes,À Vendre,Ben arous,Fouchana,,,,25.0
3242,Appartements,À Louer,Ben arous,El Mourouj,90.0,4.0,1.0,1.1
10416,Appartements,À Louer,Tunis,Centre Ville - Lafayette,33.0,2.0,1.0,0.4
11027,Terrains et Fermes,À Vendre,Ben arous,Mornag,,,,99.0
10196,Appartements,À Louer,Sousse,Sahloul,130.0,3.0,2.0,1.0
11154,Bureaux et Plateaux,À Louer,Ariana,Ariana Ville,155.0,4.0,1.0,1.5
3173,Appartements,À Louer,Sousse,Sousse Médina,100.0,2.0,1.0,1.25
6494,Appartements,À Louer,Sousse,Sahloul,115.0,2.0,1.0,0.9
3508,Maisons et Villas,À Louer,Ben arous,Autres villes,120.0,3.0,1.0,0.47
1204,Appartements,À Vendre,Ariana,Ariana Ville,80.0,2.0,1.0,120.0
11973,Maisons et Villas,À Louer,Ariana,Ennasr,140.0,4.0,1.0,1.2
2807,Appartements,À Louer,Ben arous,Ezzahra,100.0,2.0,1.0,0.58
3274,Bureaux et Plateaux,À Louer,La manouba,Denden,50.0,3.0,1.0,0.6
11728,Appartements,À Louer,Mahdia,Mahdia,100.0,3.0,1.0,0.05
11708,Appartements,À Vendre,Sousse,Kantaoui,63.0,1.0,1.0,155.0
8761,Appartements,À Vendre,Ariana,Ariana,110.0,3.0,1.0,120.0
1072,Bureaux et Plateaux,À Louer,Sousse,Sahloul,80.0,1.0,1.0,1.0
12010,Appartements,À Louer,Ben arous,El Mourouj,50.0,2.0,1.0,0.07
9769,Terrains et Fermes,À Vendre,Monastir,Ouerdanine,,,,260.0
11329,Terrains et Fermes,À Vendre,Sousse,Autres villes,,,,1200.0
11753,Appartements,À Louer,Tunis,Autres villes,100.0,3.0,1.0,0.65
196,Terrains et Fermes,À Vendre,Ariana,Ariana,,,,249.0
10535,Terrains et Fermes,À Vendre,La manouba,La manouba,,,,1050.0
9338,Appartements,À Louer,Ariana,Autres villes,100.0,3.0,1.0,0.55
2953,Appartements,À Louer,Bizerte,Autres villes,100.0,3.0,1.0,0.72
9447,Appartements,À Vendre,Tunis,Le Bardo,80.0,3.0,1.0,95.0
6600,Terrains et Fermes,À Vendre,Nabeul,Hammamet Centre,,,,180.0
9402,Terrains et Fermes,À Vendre,Sfax,Route Menzel Chaker,,,,175.0
5372,Appartements,À Louer,Sousse,Hammam Sousse,140.0,2.0,2.0,0.9
8951,Appartements,À Louer,Tunis,Autres villes,80.0,2.0,1.0,0.42
266,Maisons et Villas,À Vendre,Sfax,Sfax Ville,300.0,8.0,2.0,300.0
6705,Maisons et Villas,À Vendre,Sousse,Akouda,752.0,4.0,3.0,860.0
859,Maisons et Villas,À Louer,Tunis,La Marsa,400.0,4.0,3.0,3.5
5662,Maisons et Villas,À Vendre,Mahdia,Ksour Essef,140.0,3.0,1.0,85.0
3968,Terrains et Fermes,À Vendre,Sousse,Autres villes,,,,800.0
8227,Terrains et Fermes,À Vendre,Zaghouan,Ez-Zeriba,,,,30.0
6367,Maisons et Villas,À Vendre,Kairouan,Autres villes,255.0,3.0,1.0,250.0
2248,Appartements,À Louer,Ariana,Autres villes,140.0,3.0,2.0,1.4
12294,Maisons et Villas,À Vendre,Sfax,Autres villes,160.0,4.0,2.0,60.0
10741,Terrains et Fermes,À Vendre,Sousse,Sousse Jawhara,,,,609.0
8373,Maisons et Villas,À Vendre,Le kef,Djerissa,120.0,4.0,1.0,50.0
12184,Terrains et Fermes,À Vendre,Mahdia,Mahdia,,,,600.0
3549,Terrains et Fermes,À Vendre,Zaghouan,Ez-Zeriba,,,,35.0
4927,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,La Marsa,63.0,1.0,1.0,3.5
6335,Appartements,À Louer,Monastir,Monastir,50.0,1.0,1.0,0.55
1112,Maisons et Villas,À Louer,Tunis,Le Kram,1000.0,7.0,7.0,10.0
11643,Appartements,À Louer,Ben arous,El Mourouj,90.0,2.0,1.0,0.95
4794,Bureaux et Plateaux,À Louer,Tunis,La Marsa,160.0,5.0,2.0,3.0
12512,Locations de vacances,À Louer,Tozeur,Tozeur,76.0,2.0,1.0,0.11
5262,Appartements,À Louer,Sousse,Akouda,70.0,2.0,1.0,150.0
937,Terrains et Fermes,À Vendre,Nabeul,Hammamet,,,,300.0
4337,"Magasins, Commerces et Locaux industriels",À Vendre,Gafsa,Gafsa Nord,130.0,1.0,1.0,180.0
9723,Terrains et Fermes,À Vendre,Ariana,Ariana Ville,,,,100.0
10677,Appartements,À Vendre,Sousse,Akouda,35.0,1.0,1.0,92.0
3006,Appartements,À Louer,Sousse,Sousse Riadh,85.0,2.0,1.0,0.7
4816,Maisons et Villas,À Vendre,Sfax,Route el Ain,280.0,4.0,1.0,230.0
4484,Terrains et Fermes,À Vendre,Sousse,Enfidha,,,,5463.0
728,Maisons et Villas,À Vendre,Tunis,Autres villes,124.0,3.0,1.0,90.0
2456,Terrains et Fermes,À Vendre,Le kef,Autres villes,,,,70.0
2083,Appartements,À Vendre,Monastir,Autres villes,84.0,2.0,1.0,120.0
11887,Maisons et Villas,À Louer,Sousse,Sahloul,100.0,2.0,1.0,0.65
10718,Appartements,À Louer,Mahdia,Mahdia,124.0,2.0,2.0,0.5
9428,Appartements,À Louer,Sousse,Sahloul,95.0,2.0,1.0,0.65
11506,Appartements,À Vendre,Tunis,L'aouina,127.0,3.0,2.0,310.0
11719,Bureaux et Plateaux,À Louer,Tunis,La Marsa,254.0,5.0,2.0,5.0
12201,Appartements,À Louer,Sfax,Route el Ain,120.0,3.0,1.0,0.4
11679,"Magasins, Commerces et Locaux industriels",À Vendre,Ariana,Autres villes,29.0,2.0,1.0,35.0
3982,Terrains et Fermes,À Vendre,Sousse,Kantaoui,,,,120.0
5490,Terrains et Fermes,À Vendre,La manouba,Oued Ellil,,,,430.0
1601,Appartements,À Louer,Ariana,Raoued,75.0,2.0,1.0,0.475
1331,Appartements,À Vendre,Ben arous,Autres villes,96.0,2.0,1.0,110.0
5788,Terrains et Fermes,À Vendre,Ariana,Sidi Thabet,,,,240.0
6634,Bureaux et Plateaux,À Louer,Tunis,Tunis,300.0,6.0,2.0,3.8
3426,Terrains et Fermes,À Vendre,Tunis,Autres villes,,,,84.0
2721,Terrains et Fermes,À Vendre,Tunis,Le Bardo,,,,350.0
10940,Bureaux et Plateaux,À Louer,La manouba,Denden,70.0,2.0,1.0,0.4
6977,Terrains et Fermes,À Vendre,Sousse,Sousse Jawhara,,,,702.0
5036,Bureaux et Plateaux,À Vendre,Tunis,Autres villes,58.0,3.0,2.0,2100.0
11729,Appartements,À Louer,Ben arous,Boumhel,100.0,3.0,1.0,0.85
8836,Appartements,À Vendre,Tunis,La Marsa,227.0,4.0,2.0,726.4
4018,Maisons et Villas,À Vendre,Tunis,Le Bardo,340.0,4.0,1.0,390.0
10264,Appartements,À Louer,Sousse,Sousse Jawhara,95.0,2.0,1.0,0.45
10924,Appartements,À Louer,Sousse,Sousse,120.0,2.0,1.0,0.39
8971,Appartements,À Vendre,Sousse,Sousse,150.0,3.0,2.0,340.0
8014,Bureaux et Plateaux,À Vendre,Tunis,Tunis,100.0,2.0,1.0,4500.0
8204,Terrains et Fermes,À Vendre,Ben arous,Autres villes,,,,40.0
8089,Appartements,À Louer,Ariana,Borj Louzir,25.0,2.0,1.0,0.3
10235,Maisons et Villas,À Louer,Sousse,Kantaoui,300.0,3.0,2.0,0.15
7095,Terrains et Fermes,À Vendre,Ariana,Sidi Thabet,,,,300.0
2290,Maisons et Villas,À Vendre,Tunis,Carthage,250.0,5.0,2.0,450.0
3826,Maisons et Villas,À Louer,Ariana,Autres villes,100.0,2.0,2.0,0.55
6130,Appartements,À Vendre,Tunis,Menzah,140.0,4.0,2.0,330.0
11306,Appartements,À Louer,Ariana,Raoued,117.0,4.0,1.0,0.55
3762,Maisons et Villas,À Vendre,Nabeul,Hammamet,200.0,4.0,2.0,290.0
7776,Appartements,À Louer,Sousse,Kantaoui,40.0,1.0,1.0,0.35
5031,Appartements,À Louer,Monastir,Monastir,85.0,2.0,1.0,0.38
11875,Appartements,À Louer,Tunis,Tunis,33.0,1.0,1.0,0.4
3615,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,40.0
3052,Appartements,À Louer,Tunis,Tunis,50.0,2.0,1.0,0.8
5230,Terrains et Fermes,À Vendre,Médenine,Djerba - Midoun,,,,350.0
8125,Maisons et Villas,À Vendre,Ariana,Raoued,187.0,5.0,2.0,210.0
3266,Terrains et Fermes,À Vendre,Zaghouan,Zaghouan,,,,500.0
2140,Maisons et Villas,À Vendre,Tunis,Autres villes,356.0,4.0,1.0,425.0
9191,Appartements,À Vendre,Ariana,Autres villes,201.0,3.0,3.0,565.0
8688,Appartements,À Louer,Ben arous,Hammam Chott,110.0,2.0,1.0,0.45
906,Terrains et Fermes,À Vendre,Sidi bouzid,Regueb,,,,85.0
3043,Maisons et Villas,À Vendre,Sidi bouzid,Regueb,313.0,8.0,2.0,210.0
8859,Appartements,À Louer,Tunis,Le Bardo,130.0,3.0,1.0,0.65
4906,Locations de vacances,À Louer,Gabès,Autres villes,99.0,2.0,1.0,0.07
12217,Maisons et Villas,À Vendre,Bizerte,Autres villes,220.0,3.0,1.0,199.0
805,Bureaux et Plateaux,À Louer,Tunis,Menzah,70.0,1.0,1.0,1.3
12231,Terrains et Fermes,À Vendre,Monastir,Moknine,,,,78.0
5492,Appartements,À Louer,Mahdia,Mahdia,100.0,2.0,2.0,0.6
9529,Appartements,À Louer,Ariana,Ennasr,112.0,3.0,1.0,0.9
8049,Appartements,À Louer,Monastir,Monastir,82.0,2.0,1.0,0.85
6259,Appartements,À Louer,Monastir,Monastir,48.0,1.0,1.0,0.42
5518,Bureaux et Plateaux,À Louer,Sousse,Sousse,70.0,3.0,1.0,0.15
9232,Appartements,À Louer,Tunis,L'aouina,60.0,1.0,1.0,0.08
7778,Appartements,À Louer,Ariana,Ennasr,120.0,4.0,2.0,1.25
6651,Appartements,À Louer,La manouba,Manouba Ville,40.0,1.0,1.0,0.28
9365,"Magasins, Commerces et Locaux industriels",À Louer,Ariana,Ariana Ville,40.0,1.0,1.0,0.45
10199,Terrains et Fermes,À Vendre,Ariana,La Soukra,,,,750.0
511,Terrains et Fermes,À Vendre,Sfax,Sfax,,,,355.0
12659,Terrains et Fermes,À Vendre,Ariana,Jardins D'el Menzah,,,,530.0
7547,Bureaux et Plateaux,À Louer,La manouba,Manouba Ville,70.0,2.0,0.0,0.8
3032,Appartements,À Louer,Tunis,Centre Ville - Lafayette,90.0,2.0,1.0,0.75
541,Terrains et Fermes,À Vendre,Médenine,Djerba-Houmt Souk,,,,150.0
9595,Terrains et Fermes,À Vendre,Mahdia,Autres villes,,,,145.0
11870,Maisons et Villas,À Vendre,Nabeul,Hammamet,190.0,3.0,1.0,255.0
4907,Locations de vacances,À Louer,Monastir,Monastir,100.0,2.0,1.0,0.7
2840,Appartements,À Vendre,Ariana,Ennasr,120.0,2.0,1.0,270.0
3794,Terrains et Fermes,À Vendre,Sousse,Kalaâ Sghira,,,,63.0
9761,Appartements,À Louer,Ariana,Autres villes,70.0,1.0,1.0,0.07
8700,"Magasins, Commerces et Locaux industriels",À Vendre,Ben arous,Mégrine,80.0,2.0,1.0,35.0
10701,Terrains et Fermes,À Vendre,Zaghouan,Autres villes,,,,17.0
8718,Appartements,À Vendre,Ariana,Ennasr,187.0,3.0,3.0,465.0
10936,Maisons et Villas,À Vendre,Tunis,Menzah,1717.0,5.0,2.0,2600.0
10608,Appartements,À Louer,Ben arous,Radès,65.0,2.0,1.0,0.5
7218,Appartements,À Vendre,Tunis,Autres villes,120.0,4.0,1.0,200.0
9845,Appartements,À Vendre,Sousse,Sousse Jawhara,100.0,3.0,1.0,126.0
2108,Terrains et Fermes,À Vendre,Tunis,Agba,,,,100500.0
9238,Maisons et Villas,À Vendre,Nabeul,Hammamet,100.0,2.0,1.0,70.0
1884,Terrains et Fermes,À Vendre,Béja,Testour,,,,500.0
2492,Maisons et Villas,À Louer,Sousse,Hammam Sousse,200.0,2.0,1.0,1.8
7016,Appartements,À Vendre,Tunis,La Marsa,170.0,3.0,3.0,700.0
5158,Maisons et Villas,À Vendre,Ariana,Sidi Thabet,300.0,4.0,1.0,175.0
